Country Name,Country Code,1992 [YR1992] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],1992 [YR1992] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],1992 [YR1992] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"1992 [YR1992] - Population, total [SP.POP.TOTL]",1993 [YR1993] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],1993 [YR1993] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],1993 [YR1993] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"1993 [YR1993] - Population, total [SP.POP.TOTL]",1994 [YR1994] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],1994 [YR1994] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],1994 [YR1994] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"1994 [YR1994] - Population, total [SP.POP.TOTL]",1995 [YR1995] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],1995 [YR1995] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],1995 [YR1995] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"1995 [YR1995] - Population, total [SP.POP.TOTL]",1996 [YR1996] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],1996 [YR1996] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],1996 [YR1996] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"1996 [YR1996] - Population, total [SP.POP.TOTL]",1997 [YR1997] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],1997 [YR1997] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],1997 [YR1997] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"1997 [YR1997] - Population, total [SP.POP.TOTL]",1998 [YR1998] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],1998 [YR1998] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],1998 [YR1998] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"1998 [YR1998] - Population, total [SP.POP.TOTL]",1999 [YR1999] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],1999 [YR1999] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],1999 [YR1999] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"1999 [YR1999] - Population, total [SP.POP.TOTL]",2000 [YR2000] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2000 [YR2000] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2000 [YR2000] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2000 [YR2000] - Population, total [SP.POP.TOTL]",2001 [YR2001] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2001 [YR2001] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2001 [YR2001] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2001 [YR2001] - Population, total [SP.POP.TOTL]",2002 [YR2002] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2002 [YR2002] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2002 [YR2002] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2002 [YR2002] - Population, total [SP.POP.TOTL]",2003 [YR2003] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2003 [YR2003] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2003 [YR2003] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2003 [YR2003] - Population, total [SP.POP.TOTL]",2004 [YR2004] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2004 [YR2004] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2004 [YR2004] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2004 [YR2004] - Population, total [SP.POP.TOTL]",2005 [YR2005] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2005 [YR2005] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2005 [YR2005] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2005 [YR2005] - Population, total [SP.POP.TOTL]",2006 [YR2006] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2006 [YR2006] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2006 [YR2006] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2006 [YR2006] - Population, total [SP.POP.TOTL]",2007 [YR2007] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2007 [YR2007] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2007 [YR2007] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2007 [YR2007] - Population, total [SP.POP.TOTL]",2008 [YR2008] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2008 [YR2008] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2008 [YR2008] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2008 [YR2008] - Population, total [SP.POP.TOTL]",2009 [YR2009] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2009 [YR2009] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2009 [YR2009] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2009 [YR2009] - Population, total [SP.POP.TOTL]",2010 [YR2010] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2010 [YR2010] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2010 [YR2010] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2010 [YR2010] - Population, total [SP.POP.TOTL]",2011 [YR2011] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2011 [YR2011] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2011 [YR2011] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2011 [YR2011] - Population, total [SP.POP.TOTL]",2012 [YR2012] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2012 [YR2012] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2012 [YR2012] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2012 [YR2012] - Population, total [SP.POP.TOTL]",2013 [YR2013] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2013 [YR2013] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2013 [YR2013] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2013 [YR2013] - Population, total [SP.POP.TOTL]",2014 [YR2014] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2014 [YR2014] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2014 [YR2014] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2014 [YR2014] - Population, total [SP.POP.TOTL]",2015 [YR2015] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2015 [YR2015] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2015 [YR2015] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2015 [YR2015] - Population, total [SP.POP.TOTL]",2016 [YR2016] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2016 [YR2016] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2016 [YR2016] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2016 [YR2016] - Population, total [SP.POP.TOTL]",2017 [YR2017] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2017 [YR2017] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2017 [YR2017] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2017 [YR2017] - Population, total [SP.POP.TOTL]",2018 [YR2018] - GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],2018 [YR2018] - CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],2018 [YR2018] - CO2 emissions (kt) [EN.ATM.CO2E.KT],"2018 [YR2018] - Population, total [SP.POP.TOTL]"
Comoros,COM,1244.566784,0.160383454,70,436454,1245.409131,0.155808311,70,449270,1146.491396,0.15142338,70,462280,1155.113733,0.168281468,80,475394,1109.319075,0.163724738,80,488625,1123.379824,0.159376837,80,501955,1108.14512,0.174627752,90,515382,1100.700372,0.170179615,90,528853,1189.721804,0.184380059,100,542358,1187.82925,0.197879096,110,555895,1186.451054,0.193158671,110,569480,1182.887158,0.240049519,140,583213,1177.299239,0.25115952,150,597230,1182.210908,0.228898426,140,611625,1184.829327,0.23945328,150,626427,1166.021015,0.187025423,120,641624,1183.872149,0.182585317,120,657227,1192.678434,0.193092918,130,673251,1208.480763,0.231986266,160,689696,1227.969072,0.212290787,150,706578,1237.003155,0.20722096,150,723865,1261.904692,0.242747579,180,741511,1258.070703,0.210695427,160,759390,1242.585608,0.23153061,180,777435,1254.54004,0.251383552,200,795597,1273.13658,0.307166816,250,813890,1290.289966,0.312379103,260,832322
"Congo, Dem. Rep.",COD,645.5536464,0.039642237,1480,37333917,537.277226,0.036840635,1430,38815835,497.8893141,0.031798893,1280,40252973,485.4170566,0.029824728,1240,41576239,467.1798557,0.029234816,1250,42757239,430.1735347,0.027380263,1200,43827191,413.5363279,0.029654425,1330,44849968,386.656207,0.028745886,1320,45919615,350.8708332,0.019530491,920,47105830,334.1200443,0.016312697,790,48428534,334.0156878,0.017645288,880,49871670,341.9906653,0.020806765,1070,51425583,353.7318996,0.022046824,1170,53068869,363.6675479,0.027196782,1490,54785894,370.8858346,0.02827952,1600,56578046,381.4555677,0.029938231,1750,58453687,392.0747166,0.030954528,1870,60411195,390.1121089,0.030745299,1920,62448572,404.1516141,0.031906398,2060,64563853,417.7570285,0.037749896,2520,66755151,432.6784074,0.035206804,2430,69020749,453.9989387,0.05114996,3650,71358804,480.7661915,0.064933793,4790,73767445,497.3170391,0.037904358,2890,76244532,492.8027749,0.026145739,2060,78789130,494.7812485,0.028010253,2280,81398765,506.9582737,0.026169263,2200,84068092
"Congo, Rep.",COG,2361.362803,1.208862043,3010,2489945,2274.349356,1.168023501,2990,2559880,2090.246979,1.056092571,2780,2632345,2113.19155,1.082166342,2930,2707532,2141.927979,1.005091867,2800,2785815,2068.066688,1.164865833,3340,2867283,2084.040199,1.094302816,3230,2951651,1972.240608,0.970895515,2950,3038432,2061.287272,0.914491818,2860,3127420,2079.487804,0.929168751,2990,3217930,2114.034395,0.845825368,2800,3310376,2070.836216,0.862950793,2940,3406915,2079.621575,0.814706187,2860,3510468,2171.443137,1.330471807,4820,3622775,2268.244316,1.321711881,4950,3745143,2046.644837,1.323487413,5130,3876123,2102.296455,1.34862708,5410,4011487,2271.130999,1.312297969,5440,4145400,2421.709029,1.16525627,4980,4273738,2406.925446,1.105841803,4860,4394842,2578.661769,1.053169074,4750,4510197,2497.949709,0.865284504,4000,4622757,2601.458383,0.861310987,4080,4736965,2447.539308,0.70838841,3440,4856093,2128.859175,0.672556252,3350,4980996,1983.900547,0.630050555,3220,5110701,1840.433629,0.613992586,3220,5244363
Costa Rica,CRI,6403.784665,1.262731913,4150,3286525,6683.836169,1.239510862,4180,3372298,6811.111868,1.402208667,4850,3458829,6920.579041,1.35664009,4810,3545524,6846.35762,1.247122739,4530,3632361,7053.137427,1.207329377,4490,3718952,7389.045113,1.319700633,5020,3803893,7538.886252,1.297154393,5040,3885428,7678.491551,1.249252657,4950,3962369,7805.311928,1.343554927,5420,4034074,7940.43018,1.346038769,5520,4100922,8157.651153,1.392873722,5800,4164053,8395.40107,1.405865251,5940,4225156,8606.333699,1.463071788,6270,4285504,9109.530305,1.509635085,6560,4345421,9725.38492,1.725458643,7600,4404626,10052.6829,1.684918834,7520,4463123,9837.876584,1.592659961,7200,4520739,10236.98032,1.553293364,7110,4577371,10559.20596,1.603682729,7430,4633086,10945.03501,1.589162806,7450,4688003,11090.08844,1.640619547,7780,4742111,11355.3311,1.632818186,7830,4795390,11642.77805,1.555343088,7540,4847805,12004.67131,1.649203076,8080,4899336,12375.92373,1.652540276,8180,4949955,12573.95585,1.652184053,8260,4999443
Cote d'Ivoire,CIV,1771.774993,0.216196337,2770,12812428,1707.177666,0.223032003,2960,13271638,1662.913075,0.224965523,3090,13735438,1723.157369,0.229581361,3260,14199759,1797.438726,0.264573265,3880,14665125,1910.229867,0.316575455,4790,15130674,1933.073202,0.309825768,4830,15589407,1901.572728,0.417275505,6690,16032573,1847.86997,0.384693455,6330,16454660,1765.328061,0.371446625,6260,16853027,1679.406537,0.370251316,6380,17231539,1566.577179,0.292620071,5150,17599613,1583.112039,0.301605526,5420,17970493,1565.428488,0.316543403,5810,18354513,1575.142848,0.300187993,5630,18754914,1557.908294,0.28949599,5550,19171250,1596.255237,0.324397641,6360,19605568,1616.378192,0.295625731,5930,20059147,1687.216519,0.302927822,6220,20532944,1558.968697,0.284849452,5990,21028652,1637.392804,0.366173071,7890,21547188,1769.214869,0.383021967,8460,22087506,1887.16489,0.395625652,8960,22647672,1972.545683,0.411605058,9560,23226148,2061.215247,0.39122307,9320,23822726,2157.245195,0.424757468,10380,24437475,2247.776609,0.395305384,9910,25069226
Croatia,HRV,..,3.269360801,14960,4575818,..,3.367052403,15490,4600463,..,3.187859736,14830,4652024,7263.570884,3.333311688,15400,4620030,7803.921968,3.366178073,15340,4557097,8322.963912,3.759713512,17050,4534920,8511.781858,4.075341975,18470,4532135,8473.710544,4.101850885,18510,4512597,8805.500395,4.039565813,18050,4468302,9428.41072,4.465488057,19200,4299642,9962.044867,4.713895812,20280,4302174,10509.54967,5.021611986,21610,4303399,10942.57241,4.904056126,21110,4304600,11399.77534,4.981270932,21470,4310145,11959.92321,5.014892747,21620,4311159,12550.23395,5.310637492,22890,4310217,12789.6358,5.044428795,21740,4309705,11870.794,4.719894471,20320,4305181,11748.94483,4.530399422,19460,4295427,11779.52999,4.447951723,19040,4280622,11546.70174,4.091332795,17460,4267558,11536.86016,4.004051988,17040,4255689,11543.87628,3.855238394,16340,4238389,11933.37738,3.968023629,16680,4203604,12441.50254,4.058117805,16940,4174349,13021.67166,4.238057612,17480,4124531,13519.55883,4.055928762,16580,4087843
Cuba,CUB,3879.664956,2.057489364,22090,10736386,3286.241564,1.862027903,20090,10789312,3294.79272,1.993825507,21610,10838461,3360.317244,2.119716987,23080,10888246,3606.817031,2.288083728,25030,10939285,3690.193264,2.493236868,27400,10989730,3679.667532,2.441409346,26950,11038706,3891.189594,2.510673973,27830,11084673,4105.879487,2.534507272,28200,11126423,4222.137133,2.435359521,27190,11164676,4268.917056,2.317926681,25960,11199664,4419.177557,2.24682379,25230,11229185,4665.386569,2.219482757,24970,11250369,5182.819696,2.296301782,25860,11261586,5808.349565,2.335444202,26300,11261241,6235.7659,2.417537743,27200,11251117,6500.652601,2.341377461,26310,11236975,6601.026389,2.413885955,27100,11226711,6759.342799,2.695568338,30260,11225833,6942.057697,2.53989816,28540,11236671,7138.368173,2.562824284,28850,11257112,7317.853996,2.424060435,27350,11282722,7378.696264,2.377307538,26880,11306909,7694.014637,2.427420867,27490,11324777,7726.495044,2.509901097,28450,11335108,7863.394684,2.262053371,25650,11339255,8040.987995,2.202300094,24970,11338146
Curacao,CUW,..,..,..,143912,..,..,..,144299,..,..,..,144630,..,..,..,145139,..,..,..,146306,..,..,..,146956,..,..,..,144472,..,..,..,139428,22296.88073,..,..,133860,22967.55904,..,..,129047,23030.55751,..,..,129205,22625.52289,..,..,131897,22284.93198,..,..,134192,21870.78009,..,..,137658,21664.98432,..,..,141239,21765.98061,..,..,144056,21964.12586,..,..,145880,21705.63057,..,..,146833,21450.31391,..,..,148703,21277.23455,..,..,150831,21072.06581,..,..,152088,20669.07689,..,..,153822,20160.16381,..,..,155909,19951.3279,..,..,157980,19546.14055,..,..,159664,19144.81115,..,..,160175,18828.73475,..,..,159336
Cyprus,CYP,17927.28785,6.782328475,5430,800610,17622.0529,6.949618321,5690,818750,18279.74333,7.083946559,5930,837104,19452.4874,6.78052493,5800,855391,19383.93964,7.052686776,6160,873426,19615.81508,7.013094851,6250,891190,20560.85482,7.20802016,6550,908710,21348.25341,7.35382253,6810,926049,22382.39722,7.495059833,7070,943288,23017.63711,7.216690236,6930,960274,23602.53082,7.2776181,7110,976968,23929.0997,7.820347397,7770,993562,24797.92016,7.63056581,7710,1010410,25629.58417,7.658197239,7870,1027657,26393.67865,7.594394304,7940,1045508,27154.90072,7.746486818,8240,1063708,27447.24093,7.766501968,8400,1081568,26181.7436,7.449305111,8180,1098089,26019.76438,7.028474309,7820,1112617,25466.1084,6.712083617,7550,1124837,24216.52852,6.184771366,7020,1135046,22682.26657,5.577576394,6380,1143866,22513.77926,5.857864769,6750,1152297,23408.33668,5.839858672,6780,1160987,24805.20256,6.110124091,7150,1170189,26013.83282,6.188092584,7300,1179685,27161.40335,6.079400502,7230,1189262
Czech Republic,CZE,10238.24768,12.99916669,134140,10319123,10233.94219,12.67975204,130980,10329855,10527.87569,12.06841342,124710,10333587,11219.15007,12.12132597,125180,10327253,11711.31541,12.28667367,126740,10315241,11663.17382,12.11067678,124790,10304131,11632.6029,11.55194202,118920,10294373,11805.67184,10.88599028,111950,10283860,12312.49777,12.01065269,123170,10255063,12734.92203,12.01181802,122720,10216605,12959.81748,11.62410282,118530,10196916,13428.09962,12.0433612,122770,10193998,14070.28046,12.10540133,123440,10197101,14978.41319,11.75178353,120000,10211216,15948.74529,11.77860328,120600,10238905,16739.17872,12.00427855,123630,10298828,17046.88503,11.3928284,118310,10384603,16160.62056,10.64445435,111170,10443936,16505.9537,10.87698496,113930,10474410,16761.82731,10.57346318,110980,10496088,16606.99254,10.19619372,107170,10510785,16593.86423,9.76957796,102720,10514272,16951.37912,9.477122227,99750,10525347,17829.69832,9.575140818,100980,10546059,18247.01173,9.734693175,102860,10566332,19139.23988,9.761725917,103420,10594438,19685.49448,9.640704998,102480,10629928
Denmark,DNK,40383.55878,11.02415801,57010,5171370,40253.5399,11.42691286,59290,5188628,42257.09833,12.13749813,63190,5206180,43310.25009,11.44959475,59920,5233373,44314.7905,13.927222,73300,5263074,45570.07982,12.05678496,63720,5284991,46412.03897,11.26273255,59740,5304219,47622.43908,10.70314756,56960,5321799,49241.928,9.871496377,52710,5339616,49469.68881,10.04892342,53850,5358783,49541.85555,10.04105149,53980,5375931,49599.99696,11.00810415,59340,5390574,50792.00095,9.971277761,53890,5404523,51835.83271,9.275879834,50270,5419432,53687.44155,10.70573626,58210,5437272,53935.87025,9.777644642,53400,5461438,53345.35762,9.123308652,50120,5493621,50457.23249,8.670862985,47890,5523095,51173.46616,8.684706751,48180,5547683,51644.46351,7.735291816,43090,5570572,51567.04015,6.833498701,38210,5591572,51831.79793,7.120299943,39980,5614932,52404.76397,6.336521381,35760,5643475,53254.85637,5.911867775,33600,5683483,54556.06895,6.176665194,35380,5728010,55735.7649,5.78145978,33330,5764980,56563.48847,5.761494164,33380,5793636
Djibouti,DJI,..,0.552800585,340,615050,..,0.549713502,340,618504,..,0.530236325,330,622364,..,0.523489613,330,630385,..,0.528238217,340,643649,..,0.529614531,350,660858,..,0.514354155,350,680465,..,0.500019286,350,699973,..,0.515624107,370,717577,..,0.518404025,380,733019,..,0.535513229,400,746947,..,0.539730056,410,759639,..,0.51840399,400,771599,..,0.548995976,430,783248,..,0.541184111,430,794554,..,0.583520391,470,805456,..,0.57572569,470,816361,..,0.555676355,460,827820,..,0.618904682,520,840194,..,0.562277505,480,853671,..,0.587465558,510,868136,2386.248188,0.633989059,560,883296,2510.94529,0.511846464,460,898707,2658.949245,0.590810921,540,913998,2789.69381,0.52738245,490,929117,2893.758813,0.49782862,470,944100,3088.56378,0.510989933,490,958923
Dominica,DMA,5135.366269,1.13401185,80,70546,5226.212404,1.129656302,80,70818,5211.383501,1.126062722,80,71044,5364.727097,1.40637086,100,71105,5544.671404,1.127824849,80,70933,5693.226631,1.416591115,100,70592,5942.532103,1.56733112,110,70183,5993.891695,1.575299307,110,69828,6149.838587,1.866475233,130,69650,6144.059759,2.152976131,150,69671,5955.858771,1.718213058,120,69840,6310.568977,1.997089955,140,70102,6476.753621,2.27314703,160,70387,6501.405457,2.266931142,160,70580,6791.057483,2.403914138,170,70718,7214.432157,2.542480614,180,70797,7724.684524,2.54133194,180,70829,7632.289962,7.05736224,500,70848,7680.48354,2.539610875,180,70877,7659.531388,2.397337545,170,70912,7573.931019,3.523409533,250,70954,7491.333496,2.393725623,170,71019,7816.619475,2.531966072,180,71091,7597.288894,2.528977871,180,71175,7777.089933,2.524296352,180,71307,7232.773291,2.378953261,170,71460,7375.79516,2.513053919,180,71626
Dominican Republic,DOM,3028.106038,1.29853669,9620,7408339,3191.604052,1.261517476,9520,7546467,3216.108928,1.44982103,11140,7683707,3340.043933,1.515492748,11850,7819239,3480.274229,1.600700939,12730,7952766,3727.800214,1.793576202,14500,8084407,3915.136129,2.022052177,16610,8214427,4083.636495,2.132252896,17790,8343288,4209.411868,2.202727156,18660,8471317,4249.100081,2.206173355,18970,8598599,4375.789832,2.391984205,20870,8724974,4255.766209,2.115178473,18720,8850317,4304.770081,1.922124646,17250,8974444,4647.037875,2.051166604,18660,9097262,5006.552377,2.204219888,20320,9218681,5308.632394,2.203696042,20580,9338856,5409.947949,2.171688352,20540,9458079,5393.470287,2.049758916,19630,9576736,5771.918418,2.128906748,20640,9695117,5881.135421,2.126723148,20870,9813219,5969.352761,2.179053775,21640,9930916,6187.283014,2.11480116,21250,10048226,6547.307977,2.097355463,21320,10165182,6921.520594,2.280756783,23450,10281675,7300.033285,2.352434731,24460,10397738,7556.85365,2.224840963,23390,10513111,7997.761109,2.363757648,25120,10627147
Ecuador,ECU,4341.280048,1.605990072,17210,10716131,4327.863333,1.472431592,16140,10961460,4412.902079,1.519450528,17030,11207999,4414.928258,1.726725973,19780,11455205,4396.221285,1.92170172,22490,11703169,4491.200946,1.970471048,23550,11951457,4543.999832,1.916637107,23380,12198449,4243.872201,1.665312529,20720,12442109,4209.344979,1.685181983,21370,12681123,4299.202101,1.813443017,23420,12914660,4397.423038,1.794808294,23590,13143465,4440.729795,1.792114963,23960,13369678,4725.232443,1.86961392,25420,13596390,4892.691322,1.963714462,27150,13825839,5023.291052,2.070503967,29110,14059379,5048.144555,2.069030061,29580,14296554,5280.71364,2.083141278,30280,14535740,5224.838337,2.195011213,32430,14774412,5323.737482,2.308289711,34650,15011114,5654.92807,2.328802664,35500,15243885,5885.099861,2.367181443,36630,15474099,6084.443907,2.510270112,39430,15707473,6218.239195,2.582775445,41200,15951832,6124.490887,2.511716305,40720,16212022,5947.00199,2.365516075,39010,16491116,5981.132618,2.249579931,37760,16785356,5952.218084,2.3138123,39530,17084359
"Egypt, Arab Rep.",EGY,2073.940237,1.573291557,92300,58666812,2090.84043,1.533550334,91830,59880656,2130.67568,1.414663436,86430,61095804,2185.302175,1.473833913,91870,62334025,2248.59424,1.521501838,96770,63601632,2324.91661,1.602039836,103960,64892269,2406.045234,1.650597772,109270,66200259,2501.981867,1.698422517,114670,67515591,2610.476498,1.639654809,112860,68831561,2651.865515,1.781970868,125010,70152662,2664.642011,1.786947211,127740,71485044,2699.101065,1.80210112,131240,72826102,2758.566428,1.92376988,142690,74172073,2830.350138,2.126355881,160590,75523576,2970.944754,2.200103104,169130,76873670,3126.274998,2.329350025,182230,78232124,3290.94074,2.374802949,189120,79636081,3381.115376,2.409447321,195490,81134789,3485.282198,2.374299739,196500,82761244,3472.598293,2.385091523,201610,84529251,3472.148298,2.457816414,212410,86422240,3468.468828,2.380304602,210430,88404652,3489.864124,2.395917008,216650,90424668,3562.932658,2.444220788,225950,92442549,3638.894927,2.477154638,233960,94447071,3712.603653,2.474943902,238690,96442590,3831.199835,2.502042142,246260,98423602
El Salvador,SLV,2542.903204,0.618500323,3350,5416327,2654.516281,0.713963338,3920,5490478,2743.373102,0.801881941,4460,5561916,2839.205247,0.881213488,4960,5628602,2831.387605,0.771536727,4390,5689943,2891.601444,0.925815065,5320,5746288,2941.940446,0.977963229,5670,5797764,2981.341729,0.959821956,5610,5844834,2992.900789,0.956193433,5630,5887930,2999.323904,0.990382826,5870,5927001,3028.546202,0.996286735,5940,5962139,3059.566387,1.086072497,6510,5994075,3071.545804,1.108934375,6680,6023801,3140.032963,1.130181735,6840,6052124,3261.763941,1.189263076,7230,6079395,3308.049627,1.249629451,7630,6105810,3364.100436,1.126918228,6910,6131767,3280.020388,1.084824507,6680,6157678,3334.932842,1.057588953,6540,6183877,3447.350131,1.091687764,6780,6210567,3528.867124,1.085297315,6770,6237922,3591.427069,1.030948236,6460,6266076,3636.010312,1.046841968,6590,6295124,3705.579704,1.106698196,7000,6325121,3781.378574,1.128043653,7170,6356137,3846.973934,0.998728265,6380,6388124,3920.526278,1.060625411,6810,6420740
Equatorial Guinea,GNQ,518.0430261,0.156505369,70,447269,556.0926749,2.139906665,990,462637,626.4943178,2.066378765,990,479099,709.8651917,2.01301211,1000,496768,1138.764606,2.927241569,1510,515844,2737.214596,3.038442826,1630,536459,3254.29137,2.882742222,1610,558496,3925.905528,3.128410956,1820,581765,4454.038179,3.876736283,2350,606180,6983.43907,4.321931666,2730,631662,8003.961779,6.121010711,4030,658388,8745.269113,7.514526629,5160,686670,11558.67542,10.1122953,7250,716949,12908.06387,10.79347375,8090,749527,13282.94254,11.6763162,9160,784494,14619.75061,9.188424775,7550,821686,16438.64147,10.43168351,8980,860839,15906.49659,10.71441644,9660,901589,13841.39648,10.08859311,9520,943640,14098.64642,9.839278277,9710,986861,14614.17698,9.707222037,10010,1031191,13421.56576,8.68626511,9350,1076412,12926.53359,7.20858472,8090,1122273,11283.39805,6.110005776,7140,1168575,9894.006294,4.608366984,5600,1215181,8986.951035,4.461144462,5630,1262008,8124.182889,5.095625096,6670,1308966
Eritrea,ERI,511.574117,0.19489784,440,2257593,585.3214378,0.281421994,630,2238631,715.9939877,0.329060654,730,2218436,741.2072145,0.362939026,800,2204227,812.6954954,0.396090631,870,2196467,877.4783753,0.378099046,830,2195192,888.4803065,0.276463569,610,2206439,876.2989828,0.290514219,650,2237412,828.401675,0.279181805,640,2292413,869.7054871,0.29477147,700,2374721,857.4480696,0.274076513,680,2481059,796.1970968,0.265285439,690,2600972,772.4623858,0.250017556,680,2719809,762.399223,0.212265177,600,2826653,731.3222094,0.178191487,520,2918209,722.3669948,0.170196293,510,2996540,637.6026667,0.146925246,450,3062782,650.189673,0.150644888,470,3119920,653.8687847,0.157706966,500,3170437,700.9981633,0.180462226,580,3213969,..,0.193839951,630,..,..,0.198082983,650,..,..,0.205348482,680,..,..,0.194446721,650,..,..,0.195465323,660,..,..,0.210964653,720,..,..,0.231696216,800,..
Estonia,EST,..,15.51114709,23780,1533091,..,12.26133236,18320,1494128,..,12.22552399,17880,1462514,7134.660923,11.29724063,16230,1436634,7598.612546,12.15744062,17210,1415594,8688.801446,12.02542273,16830,1399535,9153.382982,11.73028144,16260,1386156,9087.677759,10.93333257,15200,1390244,9956.134274,10.60856058,14820,1396985,10621.30694,11.01493752,15290,1388115,11412.57736,10.77319027,14860,1379350,12357.27768,12.27821875,16830,1370720,13277.20489,12.41789292,16920,1362550,14625.50435,12.63678471,17120,1354775,16148.71176,11.7982492,15890,1346810,17452.07837,14.80591938,19850,1340680,16600.89051,13.67895953,18290,1337090,14199.68319,11.21006508,14960,1334515,14579.974,14.17976304,18880,1331475,15686.47909,13.59761164,18050,1327439,16250.93541,12.68621059,16780,1322696,16546.72749,14.55997244,19190,1317997,17089.77037,13.55602128,17820,1314545,17395.04062,11.68459648,15370,1315407,17938.72927,11.89399524,15650,1315790,18954.78591,12.35782429,16280,1317384,19669.76485,12.103085,16000,1321977
